ShowID,Type,Title,Country,ReleaseYear,DateAdded,Rating,Genre,DurationMinutes,Seasons
s542,TV Show,Title_542,Australia,2020,2020-03-15,PG,Drama,,4.0
s643,TV Show,Title_643,Spain,2023,2024-02-14,R,Romance,,6.0
s573,Movie,Title_573,Canada,2024,2024-08-27,PG-13,Comedy,81.0,
s206,TV Show,Title_206,United Kingdom,2019,2019-09-17,TV-14,Thriller,,3.0
s15,TV Show,Title_15,Japan,2023,2024-02-27,PG,Thriller,,2.0
s298,Movie,Title_298,South Korea,2018,2019-05-27,TV-MA,Sci-Fi,138.0,
s464,TV Show,Title_464,,2017,2019-11-08,TV-14,Thriller,,4.0
s153,TV Show,Title_153,United States,2010,2012-12-12,TV-MA,Drama,,8.0
s281,Movie,Title_281,United States,2015,2017-07-15,TV-14,Anime,75.0,
s756,Movie,Title_756,United States,2021,2022-03-11,G,Kids,173.0,
s185,Movie,Title_185,South Korea,2019,2020-01-04,TV-PG,Documentary,107.0,
s561,TV Show,Title_561,Australia,2013,2014-12-13,TV-Y7,Drama,,2.0
s193,Movie,Title_193,United States,2021,2022-12-26,TV-MA,Anime,102.0,
s670,Movie,Title_670,Germany,2015,2017-06-11,TV-PG,Sci-Fi,86.0,
s420,TV Show,Title_420,United States,2017,2017-02-19,TV-Y7,Romance,,2.0
s562,Movie,Title_562,Spain,2016,2018-10-16,TV-MA,Anime,107.0,
s342,TV Show,Title_342,Australia,2019,2020-02-05,TV-Y7,Anime,,5.0
s785,Movie,Title_785,Mexico,2024,2024-01-22,TV-MA,Thriller,128.0,
s151,TV Show,Title_151,France,2022,2024-01-18,TV-PG,Romance,,8.0
s419,Movie,Title_419,Japan,2022,2024-01-02,TV-14,Horror,144.0,
s520,Movie,Title_520,South Korea,2021,2022-02-07,TV-MA,Horror,86.0,
s703,Movie,Title_703,South Korea,2019,2020-04-02,PG-13,Sci-Fi,66.0,
s455,TV Show,Title_455,Canada,2019,2019-11-24,TV-PG,Romance,,7.0
s494,TV Show,Title_494,Brazil,2019,2020-08-07,TV-14,Thriller,,3.0
s162,TV Show,Title_162,Canada,2016,2016-06-22,G,Sci-Fi,,2.0
s587,Movie,Title_587,Mexico,2021,2021-11-08,G,Thriller,108.0,
s145,Movie,Title_145,Brazil,2020,2020-03-05,R,Thriller,64.0,
s170,Movie,Title_170,Japan,2016,2016-09-17,PG,Anime,67.0,
s612,Movie,Title_612,Mexico,2023,2024-03-19,R,Drama,159.0,
s775,Movie,Title_775,Spain,2020,2021-07-19,PG-13,Kids,110.0,
s528,Movie,Title_528,Mexico,2015,2015-02-21,TV-14,Action,143.0,
s556,Movie,Title_556,Japan,2015,2017-11-26,TV-14,Crime,151.0,
s381,TV Show,Title_381,Brazil,2017,2018-09-21,TV-MA,Horror,,8.0
s376,TV Show,Title_376,United States,2014,2015-06-01,TV-PG,Thriller,,2.0
s789,Movie,Title_789,Japan,2022,2022-10-18,TV-MA,Horror,148.0,
s571,TV Show,Title_571,Mexico,2017,2017-12-27,TV-14,Kids,,5.0
s148,Movie,Title_148,Germany,2023,2023-12-12,TV-PG,Sci-Fi,74.0,
s680,Movie,Title_680,Mexico,2015,2015-07-17,TV-MA,Kids,75.0,
s474,Movie,Title_474,Canada,2017,2017-10-03,,Crime,161.0,
s457,Movie,Title_457,Spain,2017,2019-10-24,TV-14,Documentary,81.0,
s221,Movie,Title_221,Mexico,2020,2020-02-02,TV-MA,Romance,139.0,
s175,TV Show,Title_175,United Kingdom,2024,2024-01-13,TV-PG,Drama,,7.0
s268,Movie,Title_268,,2024,2024-04-20,TV-MA,Sci-Fi,176.0,
s76,Movie,Title_76,United Kingdom,2019,2020-07-06,TV-MA,Anime,152.0,
s484,TV Show,Title_484,Canada,2022,2024-01-26,TV-Y7,Action,,7.0
s660,TV Show,Title_660,,2024,2024-12-22,TV-MA,Drama,,2.0
s646,Movie,Title_646,Mexico,2020,2021-11-07,TV-MA,Sci-Fi,104.0,
s413,Movie,Title_413,Spain,2023,2024-03-02,TV-MA,Action,61.0,
s7,Movie,Title_7,India,2015,2017-09-05,TV-14,Crime,114.0,
s665,Movie,Title_665,South Korea,2019,2021-01-01,TV-MA,Anime,171.0,
s227,Movie,Title_227,Germany,2016,2018-11-12,TV-14,Kids,69.0,
s216,Movie,Title_216,Mexico,2017,2017-07-24,TV-MA,Thriller,103.0,
s99,TV Show,Title_99,Australia,2023,2024-12-23,TV-14,Horror,,1.0
s249,Movie,Title_249,United States,2022,2023-05-27,TV-Y,Sci-Fi,136.0,
s106,TV Show,Title_106,India,2019,2019-08-18,TV-MA,Action,,4.0
s696,Movie,Title_696,Mexico,2024,2024-01-04,R,Kids,148.0,
s119,Movie,Title_119,South Korea,2023,2024-02-21,TV-14,Crime,102.0,
s207,Movie,Title_207,Australia,2016,2018-12-27,TV-PG,Romance,164.0,
s113,Movie,Title_113,Japan,2021,2022-07-21,PG-13,Action,149.0,
s529,TV Show,Title_529,Spain,2019,2020-11-16,TV-MA,Sci-Fi,,4.0
s305,TV Show,Title_305,India,2016,2017-03-25,TV-PG,Comedy,,2.0
s20,Movie,Title_20,Mexico,2018,2018-05-11,TV-MA,Kids,154.0,
s427,TV Show,Title_427,France,2024,2024-01-11,PG-13,Comedy,,7.0
s743,TV Show,Title_743,South Korea,2021,2022-06-18,TV-14,Crime,,8.0
s394,TV Show,Title_394,Germany,2014,2014-05-03,TV-14,Documentary,,1.0
s383,Movie,Title_383,India,2020,2022-12-12,TV-MA,Action,77.0,
s8,Movie,Title_8,Germany,2018,2020-12-22,TV-PG,Horror,108.0,
s161,TV Show,Title_161,Spain,2023,2023-01-24,TV-PG,Romance,,3.0
s352,Movie,Title_352,Canada,2012,2014-04-07,TV-14,Horror,106.0,
s647,Movie,Title_647,United Kingdom,2021,2021-01-16,R,Sci-Fi,113.0,
s47,Movie,Title_47,India,2010,2010-07-22,TV-PG,Anime,118.0,
s635,Movie,Title_635,Spain,2010,2012-03-05,PG,Drama,137.0,
s424,Movie,Title_424,Japan,2021,2023-04-12,,Romance,150.0,
s311,Movie,Title_311,Germany,2022,2023-11-12,TV-14,Documentary,102.0,
s551,Movie,Title_551,Spain,2023,2023-07-20,PG-13,Romance,76.0,
s467,Movie,Title_467,Australia,2021,2022-05-20,TV-PG,Kids,124.0,
s451,TV Show,Title_451,Brazil,2019,2020-01-19,TV-Y,Horror,,4.0
s364,Movie,Title_364,Brazil,2019,2019-06-25,,Drama,73.0,
s294,TV Show,Title_294,Australia,2017,2017-11-14,TV-Y7,Action,,7.0
s604,Movie,Title_604,Australia,2016,2016-11-08,TV-MA,Drama,112.0,
s615,Movie,Title_615,France,2019,2019-07-26,R,Crime,134.0,
s218,Movie,Title_218,Japan,2020,2022-11-12,PG,Comedy,115.0,
s377,Movie,Title_377,Mexico,2015,2016-10-02,R,Romance,83.0,
s124,Movie,Title_124,France,2008,2009-10-06,R,Anime,85.0,
s549,Movie,Title_549,Spain,2022,2022-02-06,TV-MA,Crime,167.0,
s200,TV Show,Title_200,India,2024,2024-09-27,PG-13,Drama,,5.0
s423,TV Show,Title_423,France,2017,2019-04-15,PG-13,Crime,,4.0
s3,Movie,Title_3,Canada,2021,2021-12-27,PG-13,Action,132.0,
s395,Movie,Title_395,Canada,2010,2012-03-09,PG-13,Sci-Fi,171.0,
s560,Movie,Title_560,India,2020,2020-02-09,PG,Romance,99.0,
s736,TV Show,Title_736,France,2020,2021-02-05,TV-MA,Anime,,4.0
s29,Movie,Title_29,France,2021,2022-05-17,TV-14,Drama,150.0,
s713,Movie,Title_713,Germany,2022,2024-01-10,TV-14,Thriller,149.0,
s534,Movie,Title_534,France,2024,2024-08-17,PG-13,Drama,168.0,
s686,Movie,Title_686,Mexico,2020,2020-08-01,TV-PG,Anime,80.0,
s21,TV Show,Title_21,Australia,2019,2021-05-19,G,Sci-Fi,,8.0
s32,Movie,Title_32,Brazil,2020,2022-01-15,TV-MA,Anime,122.0,
s599,Movie,Title_599,Japan,2020,2022-03-22,PG-13,Sci-Fi,60.0,
s576,Movie,Title_576,,2020,2020-04-10,TV-MA,Romance,79.0,
s492,Movie,Title_492,Canada,2024,2024-07-04,PG,Crime,63.0,
s348,Movie,Title_348,India,2013,2015-04-06,TV-14,Horror,96.0,
s477,Movie,Title_477,Japan,2017,2019-09-15,R,Anime,179.0,
s784,Movie,Title_784,South Korea,2017,2017-04-24,PG-13,Action,90.0,
s82,Movie,Title_82,Germany,2011,2011-05-19,TV-PG,Action,136.0,
s495,Movie,Title_495,Spain,2019,2019-05-09,TV-14,Crime,84.0,
s382,TV Show,Title_382,Japan,2017,2017-03-26,R,Comedy,,1.0
s742,Movie,Title_742,South Korea,2021,2021-12-24,TV-14,Thriller,63.0,
s10,Movie,Title_10,Germany,2020,2021-12-27,TV-MA,Action,133.0,
s323,Movie,Title_323,South Korea,2023,2023-05-16,TV-MA,Thriller,112.0,
s411,Movie,Title_411,Mexico,2023,2023-05-27,TV-14,Documentary,138.0,
s171,Movie,Title_171,Germany,2015,2016-03-10,TV-14,Romance,141.0,
s564,Movie,Title_564,Spain,2021,2022-04-14,TV-Y7,Comedy,84.0,
s778,Movie,Title_778,United States,2021,2023-04-06,PG-13,Comedy,171.0,
s441,Movie,Title_441,Mexico,2015,2017-10-14,TV-PG,Sci-Fi,116.0,
s448,Movie,Title_448,Brazil,2024,2024-09-24,TV-MA,Comedy,161.0,
s103,Movie,Title_103,Mexico,2016,2018-12-22,R,Romance,101.0,
s271,TV Show,Title_271,Germany,2015,2015-11-08,TV-MA,Documentary,,4.0
s531,Movie,Title_531,Australia,2024,2024-04-07,TV-MA,Thriller,168.0,
s316,Movie,Title_316,Australia,2015,2016-08-08,TV-MA,Crime,168.0,
s355,Movie,Title_355,United Kingdom,2021,2023-04-20,TV-PG,Documentary,164.0,
s350,Movie,Title_350,Germany,2020,2021-09-23,PG,Documentary,91.0,
s144,Movie,Title_144,Canada,2024,2024-03-09,TV-MA,Action,93.0,
s62,Movie,Title_62,Australia,2018,2019-09-19,PG,Action,139.0,
s270,TV Show,Title_270,South Korea,2023,2023-02-12,PG-13,Documentary,,1.0
s621,TV Show,Title_621,Spain,2015,2016-03-25,TV-MA,Drama,,5.0
s668,Movie,Title_668,Germany,2019,2019-12-14,TV-MA,Comedy,71.0,
s459,Movie,Title_459,United States,2018,2019-04-16,TV-MA,Anime,168.0,
s116,TV Show,Title_116,Japan,2024,2024-04-08,TV-PG,Thriller,,8.0
s86,Movie,Title_86,Mexico,2019,2019-05-20,TV-14,Documentary,92.0,
s49,Movie,Title_49,Canada,2024,2024-12-01,TV-PG,Documentary,78.0,
s704,TV Show,Title_704,Germany,2021,2021-01-04,TV-PG,Crime,,6.0
s361,Movie,Title_361,Mexico,2015,2016-12-24,TV-PG,Romance,78.0,
s137,TV Show,Title_137,Germany,2013,2013-08-21,TV-MA,Documentary,,4.0
s134,Movie,Title_134,France,2021,2023-09-14,TV-PG,Sci-Fi,93.0,
s362,TV Show,Title_362,Mexico,2024,2024-08-01,PG,Comedy,,6.0
s341,TV Show,Title_341,India,2018,2020-09-01,TV-14,Kids,,5.0
s452,TV Show,Title_452,United Kingdom,2011,2012-07-17,PG-13,Sci-Fi,,8.0
